,An_comptage,Nummois_comptage,Semaine_comptage,Comptage_horaire,Ferie,Vacances,Restrictions_covid,Temperature_min,Temperature_max,Temperature_moy,Precipitations,Ensoleillement,An_semaine,lat,lng,Distance_métro,Distance_centre_Paris,Densité_pop,ADULTES HANDICAPÉS : ACCUEIL/HÉBERGEMENT,ADULTES HANDICAPÉS : SERVICES DE SOINS À DOMICILE,AGENCE DE TRAVAIL TEMPORAIRE,AMBULANCE,ATHLÉTISME,BOULODROME,BOWLING,CAMPING,CENTRE ACCUEIL DEMANDEUR D’ASILE,CENTRE DE SANTÉ,CENTRE DISPENSANT DES FORMATIONS D’APPRENTISSAGE AGRICOLE,CENTRE LUTTE CANCER,CENTRE MÉDECINE PRÉVENTIVE,CENTRE PROVISOIRE D’HÉBERGEMENT,CENTRE ÉQUESTRE,CHRS : CENTRE D’HÉBERGEMENT ET DE RÉINSERTION SOCIALE,CONSEIL DE PRUD’HOMMES (CPH),CONSERVATOIRE,CONTRÔLE TECHNIQUE AUTOMOBILE,COUR D’APPEL (CA),DIALYSE,DRFIP ET DDFIP,ENFANTS HANDICAPÉS : HÉBERGEMENT,ENFANTS HANDICAPÉS : SERVICES À DOMICILE OU AMBULATOIRES,ERGOTHÉRAPEUTE,GARES,GRANDE SURFACE DE BRICOLAGE,HOSPITALISATION À DOMICILE,HYPERMARCHÉ,LYCÉE D’ENSEIGNEMENT TECHNIQUE ET/OU PROFESSIONNEL AGRICOLE,MAGASIN DE REVÊTEMENTS MURS ET SOLS,MAISON DE JUSTICE ET DU DROIT,MAISON DE SANTÉ PLURIDISCIPLINAIRE,MATERNITÉ,ORTHOPTISTE,PARCOURS SPORTIF/SANTÉ,PERSONNES ÂGÉES : SOINS À DOMICILE,PLATEAUX ET TERRAINS DE JEUX EXTÉRIEURS,POISSONNERIE,PRODUITS SURGELÉS,PROTECTION DE L’ENFANCE - ACTION ÉDUCATIVE,PROTECTION DE L’ENFANCE - HÉBERGEMENT,PSYCHOMOTRICIEN,RELAIS POSTE,ROLLER-SKATE-VÉLO BICROSS OU FREESTYLE,SALLES DE COMBAT,SALLES NON SPÉCIALISÉES,SALLES SPÉCIALISÉES,SERVICES FUNÉRAIRES,SPORTS DE GLACE,SPORTS NAUTIQUES,SPÉCIALISTE EN CARDIOLOGIE,SPÉCIALISTE EN GASTRO-ENTÉROLOGIE HÉPATOLOGIE,SPÉCIALISTE EN PNEUMOLOGIE,SPÉCIALISTE EN STOMATOLOGIE,STATION-SERVICE,STRUCTURE PSYCHIATRIQUE EN AMBULATOIRE,TENNIS,TERRAIN DE GOLF,TERRAINS DE GRANDS JEUX,TRANSFUSION SANGUINE,TRAVAIL PROTÉGÉ,TRIBUNAL DE COMMERCE (TCO),URGENCES,ÉCOLE D’ENSEIGNEMENT SUPÉRIEUR AGRICOLE,ÉQUIPEMENT DE CYCLISME,ÉTABLISSEMENT PSYCHIATRIQUE,ÉTABLISSEMENT SANTÉ COURT SÉJOUR,ÉTABLISSEMENT SANTÉ LONG SÉJOUR,ÉTABLISSEMENT SANTÉ MOYEN SÉJOUR
3938,2021,5,17,43.829787234042556,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.89141,2.38482,0.467,4.969,27319.377438216226,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
4010,2021,5,17,51.255319148936174,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.88926,2.37472,0.201,4.338,27319.377438216226,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
4788,2021,5,17,39.191489361702125,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.869873,2.307419,0.295,2.946,9342.695864301806,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
363,2021,5,17,32.212765957446805,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.87813,2.3497,0.154,2.449,30038.321831416008,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1
507,2021,5,17,230.85106382978722,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.877726,2.354926,0.388,2.521,30038.321831416008,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1
4082,2021,5,17,41.38297872340426,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.889046,2.374872,0.198,4.325,27319.377438216226,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
4860,2021,5,17,50.170212765957444,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.869831,2.307076,0.33,2.965,9342.695864301806,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
4154,2021,5,17,23.4468085106383,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.840801,2.333233,0.343,1.884,19121.77065439787,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
4290,2021,5,17,56.638297872340424,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.86179,2.32014,0.147,1.718,12146.773931791355,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0
4362,2021,5,17,13.106382978723405,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.86282,2.31061,0.212,2.418,12146.773931791355,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0
4578,2021,5,17,86.36170212765957,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.86288,2.31179,0.08,2.337,12146.773931791355,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0
435,2021,5,17,238.68085106382978,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.87756,2.35535,0.389,2.515,30038.321831416008,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1
4434,2021,5,17,11.936170212765957,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.86284,2.310345,0.241,2.438,12146.773931791355,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0
4506,2021,5,17,52.42553191489362,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.86288,2.31179,0.08,2.337,12146.773931791355,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0
4222,2021,5,17,27.21276595744681,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.840801,2.333233,0.343,1.884,19121.77065439787,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
3866,2021,5,17,45.340425531914896,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.89141,2.38482,0.467,4.969,27319.377438216226,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
3794,2021,5,17,15.106382978723405,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.890457,2.368852,0.582,4.235,27319.377438216226,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
4932,2021,5,17,57.04255319148936,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.86373,2.31973,0.356,1.828,9342.695864301806,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
3218,2021,5,17,0.0,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.881626,2.281203,0.556,5.267,29631.31131593703,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1
5214,2021,5,17,31.319148936170212,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.842091,2.301,0.287,3.432,27388.836034635202,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
3290,2021,5,17,206.93617021276594,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.86057,2.38886,0.308,3.45,32743.338668470544,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1
3362,2021,5,17,0.0,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.86451,2.40932,0.063,5.0,32743.338668470544,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1
5143,2021,5,17,29.4468085106383,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.86462,2.31444,0.288,2.222,9342.695864301806,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
651,2021,5,17,33.12765957446808,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.84604,2.37561,0.336,2.72,8595.701402705823,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1
3434,2021,5,17,25.851063829787233,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.86485,2.40966,0.104,5.031,32743.338668470544,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1
293,2021,5,17,44.91489361702128,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.87773,2.3506,0.215,2.422,30038.321831416008,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1
3506,2021,5,17,12.638297872340425,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.86485,2.40966,0.104,5.031,32743.338668470544,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1
3578,2021,5,17,86.59574468085107,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.89172,2.38531,0.479,5.019,27319.377438216226,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
5071,2021,5,17,84.34042553191489,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.86462,2.31444,0.288,2.222,9342.695864301806,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
3650,2021,5,17,96.12765957446808,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.89172,2.38531,0.479,5.019,27319.377438216226,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
4999,2021,5,17,44.8936170212766,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.86378,2.32003,0.35,1.81,9342.695864301806,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
3722,2021,5,17,18.0,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.890457,2.368852,0.582,4.235,27319.377438216226,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
579,2021,5,17,53.93617021276596,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.843435,2.383378,0.486,3.36,8595.701402705823,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1
5286,2021,5,17,35.08510638297872,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.84216,2.30115,0.294,3.419,27388.836034635202,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
1790,2021,5,17,16.80851063829787,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.84223,2.36811,0.299,2.487,25349.715195123972,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
792,2021,5,17,30.29787234042553,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.829523,2.38699,0.426,4.462,8595.701402705823,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1
1430,2021,5,17,0.0851063829787234,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.82658,2.38409,0.344,4.543,25349.715195123972,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
1080,2021,5,17,27.4468085106383,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.83848,2.37587,0.374,3.192,8595.701402705823,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1
1291,2021,5,17,31.97872340425532,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.83436,2.377,0.552,3.559,25349.715195123972,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
6322,2021,5,17,0.723404255319149,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.88529,2.32666,0.216,3.382,32235.881593987575,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1
6178,2021,5,17,147.19148936170214,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.86377,2.35096,0.151,1.017,21928.98943803198,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6374,2021,5,17,4.361702127659575,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.88529,2.32666,0.216,3.382,32235.881593987575,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1
69,2021,5,17,45.12765957446808,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.83521,2.33307,0.238,2.479,24322.526118098907,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1
1224,2021,5,17,34.191489361702125,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.83436,2.377,0.552,3.559,25349.715195123972,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
1152,2021,5,17,20.48936170212766,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.83848,2.37587,0.374,3.192,8595.701402705823,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1
1358,2021,5,17,31.872340425531913,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.830449,2.353199,0.299,3.025,25349.715195123972,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
6250,2021,5,17,0.9574468085106383,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.896825,2.345648,0.11,4.473,32235.881593987575,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1
1574,2021,5,17,51.40425531914894,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.83068,2.35348,0.264,3.006,25349.715195123972,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
1718,2021,5,17,31.872340425531913,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.82026,2.3592,0.17,4.236,25349.715195123972,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
1646,2021,5,17,29.74468085106383,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.82024,2.35902,0.181,4.234,25349.715195123972,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
1502,2021,5,17,60.744680851063826,0.48936170212765956,0.0,1.0,7.023404255319149,13.227659574468086,10.0,0.4936170212765958,4.48936170212766,202117,48.82682,2.38465,0.412,4.551,25349.715195123972,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
